FeatureID	Kingdom	Phylum	Class	Order	Family	Genus
b489db376067419bcd141d0089f8537b	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter
b5289d216a69226a62f399572c328332	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
b53806d2798866e54bc88919793f0143	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
b558e078545d72a36506735bc6c6b54b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
b56736b8a9d0a50e5b4ca32e7c16beb7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
b5e35987d28ef50c1989883316b027cb	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
b653d9a2d5883c7924a48c6fd91970f9	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
b6799a15025eda119aeea5601ffaa398	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
b6e530467923b9359d71dd6dee3595b3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	
b7102ec8e00683a15ccaf4ad28886e85	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter
b7eef92414b5d948a1fe09c9f34a640d	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	
b7fe93814657e8fc6b1072ef44c2d6c9	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	
b83a33a31cb263ed4eb1f00e09faba33	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema
b85a7e5c0f73a4d651fa3e6f082ec9dd	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
b8bd43aa272eaf38362dcb0dbde299fa	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	
b8bf01cfa76f2904f1079130888781f8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
b8de8e91602dbe01549fc856066dabd8	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
b9348e06e53bbf3af95ec3d23f554f54	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
b940f173aa83c5891d1752a117898adc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
b9ac9cfc01e066393468c092c4558a9b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium
b9c1c69f14eb15f22dbc58f3665fde29	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
ba6b8677a024bd6fb6f0f28f24794664	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
bae64458e35ed19f57991f3e1fa1cefb	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
baf183e61799a07f9c8033f9b6f87af7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
bb1e4c020e44f5a7c1817815e5ceabb0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
bb5ded604cfb602f817f9bc447a906e6	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter
bb7a25a693f7c9c5ec6f2fe3eb823922	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
bbc6a536ea3427b5eeaa008fd43ff261	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
bbec82bbd78cea96c19cd32bdf71ebba	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	
bc44915a0352691cc51940bd90fc8321	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
bc72a8c71cd3e59f3d16ffe9bde325ee	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	
bd078067ffa8a6ef78c573cf93c789fb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
bdea8b14ecdf8971e952bb0e7a007215	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
bdf13c9e1881acd632df600c3225da9e	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
be29cc2662b6eb75798ac83a0e0af147	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	
be76842a5c1c5b579521bedbb1bc7def	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
bea68d1396ecec5a36f6c70b770c0ceb	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
bee9b3bb19c7c679f19d365d723efea1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
bf56ba554f1422af432faebf912e2053	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	
bf71a7b6ba64f621974e36dd9d3d8d12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
c004d92a0aab0f08d5f3ae2f6219c89c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
c084193665bac5a6604f9aac688c47d4	Bacteria					
c0adb14bb4e0235dd05792a4e29bede3	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina
c143fb1a6083d3e658f0fd58c2de0cc6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
c172bc7df15ccd1456280e0a7228c9d6	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
c20f5a647fe9f5e543c6850ff507b96b	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	
c236f84a6383cb24fc6bce3d1458b78c	Bacteria	Tenericutes	Mollicutes	RF39		
c24fd7b73dddd11e9460000bc869e56b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
c254d5e61d3613b724485499e81ce534	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	
c2593d16c114d7866f84731674c130fc	Bacteria	Cyanobacteria	4C0d-2	YS2		
c286ede233e8916e125ed9f6fcdd4fff	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
c29887647f92a53ceb9d0ecac9f12c8c	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
c2ee0b0205da0e070140c32d3ddf27cf	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
c2f881ff84e18094a9644f73de76ec6f	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	
c32ab3bee6dacea7f4ca95eed65ad785	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
c373861d9048d6f64392c94195eae2bd	Bacteria	Chloroflexi	Gitt-GS-136			
c3ad3e13ee0f56127066e3407b2022c7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
c41c95d0858be5f6224838653a7e9032	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus
c4288e0f503b6174efe0cfcbd9a1679a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	CF231
c4ad34f9934eeb4083089bfadc295fb4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	
c4d32cc744c11a4c2b87878d58560600	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia
c62032e3c3c86ea4d8ae5afb08699f17	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	
c65b6b53e06574d2397080ff71834f3e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
c68df6916b49a279231087c5b6b8cc5e	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
c6b522bcb7aa4b64c9b997a87b0cfaa9	Bacteria	Firmicutes	Clostridia	Clostridiales		
c6b5c23aadded334b3b5de2331b1250a	Bacteria	Firmicutes	Bacilli	Bacillales	[Exiguobacteraceae]	
c8013f0bbde00260beaa8067f616552a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
c85b2cc54b2824958525d6bffc53aceb	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
c872ecb2cd0e9572e33ea92b41dfb22a	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
c8b6ff3224c999784bdc5f869250086e	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
c8d56c97e3fdd8aea8b7b69811937ed9	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	
c8f942c55d4bd6a9daf361872b145108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	RF16	
c9033ff085710e8762acc567543759a7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
c91402176d60998d9cd584a6ca32d423	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter
c91bbb0db9efe4993897385ae5403120	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium
c9402ef8e05794316659ff9be3ed9f2a	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	
c95f2eaa1ab26134087c30357b74aeeb	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
c9bf5c74d65804a3c12ee5f33a35ce53	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
caa82c9a6c756213ec79a1c68ce6f8ec	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
cad227fd3375c9b03692394034ccf4e9	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
cb049090f5649e57a2d20c0d919a0813	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]
cb32e70cc2825f2e111b33aa63a957fa	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
cb977dd72db9f4147172364447aeab56	Bacteria					
cbc2eaf0c6b14599b024e36dc38a5222	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
cc640e59092b85bcc6c9a0c7bb2af846	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
cc7c9631631ef78397b5ac37568f4d4f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ccb935ed0cf2a423564001feeed98bcb	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
cd114f05809c8fdfc5dfdf30084d2996	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	
cd439528ec87aeb51256b6f3c5b70d88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
cd52ba286d46ad17aacfc349f27ccc2c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
cd72c0c8e11cf6a019815a92c5841885	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	
cd91effd1a8d374623e5512b3dbdd9e4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
cdbbe1317daf7e800eac96f0bc39398c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
cdcfdca149ee95a36a66fb74823a7648	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
cde73da9ce9a889ef54ad4bc6708acb9	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
cdeee63a9b6ac17fc5230b938ba4b3e1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
ce14168c8ca0cdb17dd5785dc6f7d596	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
ce9df92af8374d08afda9893b2f84e14	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
cedff67a2ef0d8c06f6d63077616f9e4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
cee8a29ad9ba8a199a2082db4caaf065	Bacteria	Firmicutes	Clostridia	Clostridiales		
cef5ef99f427dedf56ca7f1406523048	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
cf4829881e11d8aa8df6925d774656b7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
cf67707327cb5612acc76393116e6eda	Bacteria					
cf8662f0722fdab13ba242ad4766925f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
cf8cc2fefa46fd0cefdb772d94ac90d9	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
cfc6953a49cc6cb43d9f47ad99a7a485	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
d022e95be0663d9c0b39fe4356d911f1	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Gallicola
d028383b21f77548050b3c0519dffe72	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
d0e55d4d2640ebba338faec6d1fa07e5	Bacteria					
d100ac769891a239e7114954de793f1e	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
d1bfe58aad618b7d5bdf9fde5c91085c	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Helcococcus
d1e07120d3f7753f4aa2a67b9c679c3f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
d2473ffa6708aca3d043145404e45edc	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	
d29d01fd2afbf54dab7f30ee0baf6f24	Bacteria					
d2f983533f9e61be21c85daeda2fd80c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
d38ea193380c57a33d2287ae41e154de	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
d3be25ff72238015387acf95794c2f54	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
d3c0d6d639c64afe40153c9386c61805	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
d405489b29ea0119fd033c1444be33e7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
d430e324c5702e49af606f13ae123463	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Kaistobacter
d4b63bf6aaa8333d81a186e4438d6574	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
d4d8f81e839fffe8e588b1a646de8049	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria
d50226b4c4ab42076e87eef087525393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
d5399a8fb5587dcac826f76256cdcdfd	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
d5570d2581505558ee5e655d121e46eb	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
d6494d1aae74b36e4173127ba41520fd	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Spongiibacter
d6d165537f1440fbdf65a2f7fdd4c7f5	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	
d732373ebe803aa2c8c14570cff7fa18	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	
d762b40f7ecfd3d3e8a9312b1589fe09	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermacoccaceae	Dermacoccus
d7916c5a65007886609668d0a717f9e6	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	
d7aa5beb0f638afed7c61a2664caf652	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
d7df4e7ab77bb1e30d52d8094a0c62cd	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]	
d8585f54f7d529981ab6c4c3b4db6afd	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
d8870bf4bb25e825143b466148c85764	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
d88d063dfd928e5ab4d90afe0f1c8daa	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
d8a51d3b2c07c578728ab0202ead2446	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
d9205fb8afe2ca61bdf10050003da263	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
d923e590aa5a9c723fad0af3e92e1723	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
d997e0cc118956014196c36fbd967108	Bacteria	Bacteroidetes				
d9ad887798d1870a201110be6cc4f417	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Cupriavidus
da28ea4881267f42ceea466a637b288a	Bacteria	Tenericutes	Mollicutes	RF39		
da3860001a52786927463654fb0bdc41	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	
da4175cc944c89dc0f666f49ca9d3efd	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
da7e6a509de6f39c610bc29fb256dc96	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	
da83473e967203f37ff22944583dc403	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	
daa679ff57668d24a93b5330a85742ef	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	
dabb8ad7c7628e0ab50f260dcc4f7f46	Bacteria	[Thermi]	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
dabca1f54dfbf006c1b5e62a8375a199	Bacteria	Proteobacteria	Deltaproteobacteria	Spirobacillales		
dad8f2e442540a1ea58b75781ee3bea2	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
db17c533eb67e54767eabd67e495cf9f	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
db37144fc34ef53bae88d621e7949932	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Odoribacteraceae]	Odoribacter
db62a675745611a3f7d841d7bc5bf4f5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
db93b469db35b58b22d556c8db1ce294	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
dbbb2a6f5fecc3e14fb2a3180d05558d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	
dc02aa7331685d9bbbeb0d874393a502	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
dc56a1f72a63821be45eebcbb5659e1e	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	
dc973c3a50d513dcdd746c6347952423	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	RFN20
dcd6107cc5e493f63be744284a8b488b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	5-7N15
dcdb5c5e549c949c0ce26e724c099600	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia
dce743f1987731b9b4561976e75f3a67	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
dcf01da4241eb8c83ee24caec6491968	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
dd6d36631dbd5d46e467a9b715dac3b9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
dde06dc61c97f9e4e374bba6b3025f42	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
ddec97f9aeeb314bfd2ad6629a4a795d	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	
de05a627035b0d4e661e4fff2f4fd215	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
de668979d383935ae56ed0f7f26c3e55	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
ded79c098ff36f1aeddb222d7f07df3f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
dee941d624bf030b6c74ea29e5571fa3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
df0a9f732655db00e9d08f0d521bbfd2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
dfb8402edc88e265e2e2b543a055b577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	
dfd545d24041f929fa18b35b25ce684f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
dfda2635fa5fd9072d5bf29d676cbe4b	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus
dfe5e01bce67df3fc5c4015e583542ed	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
e0022b08524199227cf558ba80ece5cc	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Ruminococcus]
e046aa43f4bd5c3133b1ce07e9287d58	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	
e09b91697f8d2c543b323a2cc780ce0d	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
e135c5a50eca4536cdb25544fcb7f630	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
e17d37041e4ebf6e86201f54b79a75d0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
e18758b6729763f3bc7e55c8fa513539	Bacteria					
e1a8a7d04bddbb34bfc334ec0efba0d5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
e1f1293e7280420d42092bb5ef775792	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
e1f8b446cc398e2a18fd613865d70921	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	
e2a4913f8ebee9ffadc88aa118627ec5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
e2a585a44b6ce480e7ddfc05084f056c	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	
e36a52a81181e7cda9bf858b522a1796	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	Sediminibacterium
e376e052a96a620770688f743081ab9a	Bacteria	Firmicutes	Clostridia	Clostridiales		
e49d0503dceea502189cad4762331f09	Bacteria	Firmicutes	Clostridia	Clostridiales		
e4cfd2844769de5f3d25b04972ae1ac4	Bacteria					
e4ede7f4f0a9d6eb219ed78732620908	Bacteria					
e513ba063a3fa10d67dd37a84adfdb33	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
e514d92462a00f5222220df587cb332c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
e5a366b2d7c0ad606cde9203ee4253c5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
e5b69f04d6b079a315bfc02199d1e3aa	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
e613620212b874c9822ba23519efd3a5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	
e65e56668cb298400e20a6511d65cda9	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
e665a6d4d83de8e8514da8394b4ec926	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythromicrobium
e6952d1eabd48296eb3d63a1737c09ad	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales		
e6d2737fd46d6b61ade809b9095744b3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
e6e19af92416cf842429875500630fdb	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
e75ef3c56b11307982e3b6ce87828c04	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
e786d8487be833a4f0e18d8b74cf24e4	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
e7b10ed62e4a57fc4e7753a1fff77252	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria
e7fae166f505e51eaf7833d58d617632	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
e8b24946f79fb0eb79e590659558cfd4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
e9215ae5442a87f9ab8df261b3fe5bf3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
e977c2d38a9481f0953921e22159cd89	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
e98873318a7df65c63d32d899c4750fc	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria
e9a93c717687040f6e3505454307b976	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
e9e42ae0ee271a70694a54497a79e704	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
e9f71d666e90bcd2692245e0ac716e96	Bacteria	Firmicutes	Bacilli	Bacillales		
ea1d812b7c1678ceb6da8a60eecc9c24	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	
ea8948596b526b8445ef607127817ef3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	
ea8d2b1ee059c267b00da203dc06c858	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
ea91569a52270642e556da7af62e1525	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
eac55d46a9073cc24cc0d3f8eebd95bb	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	RFN20
eacea106bfb0b295d1d4788cbac8b8f6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ead519cc80e46217c98744c1add6434b	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	[Eubacterium]
eb08e14b5a660f4e7869d54501c0db20	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
