"","Theo2.1","Theo2.2","Theo2.3","P4W1","P4W2","P4W3","P4R1","P4R2","P4R3","PL4W1","PL4W2","PL4W3","PL4R1","PL4R2","PL4R3","PLVW1","PLVW2","PLVW3","PLVR1","PLVR2","PLVR3","PVW1","PVW2","PVW3","PVR1","PVR2","PVR3","M4W1","M4W2","M4W3","M4R1","M4R2","M4R3","ML4W1","ML4W2","ML4W3","ML4R1","ML4R2","ML4R3","MLVW1","MLVW2","MLVW3","MLVR1","MLVR2","MLVR3","MVW1","MVW2","MVW3","MVR1","MVR2","MVR3"
"ML4R2",0.195989974937343,0.202756892230576,0.198997493734336,0.153132832080201,0.172431077694236,0.210275689223058,0.130576441102757,0.155388471177945,0.198245614035088,0.167919799498747,0.153383458646617,0.252380952380952,0.171177944862155,0.140350877192982,0.241604010025063,0.33609022556391,0.371428571428571,0.315037593984962,0.285213032581454,0.331077694235589,0.288972431077694,0.192230576441103,0.202756892230576,0.210526315789474,0.139097744360902,0.154887218045113,0.187719298245614,0.121303258145363,0.124812030075188,0.125062656641604,0.171929824561404,0.217794486215539,0.213032581453634,0.13609022556391,0.1,0.106015037593985,0.0666666666666667,0,0.104511278195489,0.400501253132832,0.428571428571429,0.390726817042607,0.373182957393484,0.38922305764411,0.36140350877193,0.373182957393484,0.22531328320802,0.334085213032581,0.252631578947368,0.169423558897243,0.260651629072682
"ML4R3",0.179448621553885,0.195989974937343,0.189724310776942,0.109022556390977,0.128822055137845,0.158646616541353,0.147368421052632,0.141102756892231,0.208771929824561,0.110526315789474,0.0909774436090226,0.165914786967419,0.110526315789474,0.17593984962406,0.165914786967419,0.259899749373434,0.294987468671679,0.239348370927318,0.242606516290727,0.257393483709273,0.255889724310777,0.120802005012531,0.156641604010025,0.182706766917293,0.119548872180451,0.202756892230576,0.0944862155388471,0.105263157894737,0.0849624060150376,0.11077694235589,0.188972431077694,0.23609022556391,0.228571428571429,0.111278195488722,0.0781954887218045,0.07468671679198,0.129573934837093,0.104511278195489,0,0.324310776942356,0.351629072681704,0.315288220551378,0.321052631578947,0.317042606516291,0.298245614035088,0.296992481203008,0.14937343358396,0.258145363408521,0.278947368421053,0.172431077694236,0.234085213032581
"MLVW1",0.319799498746867,0.32781954887218,0.327568922305764,0.297243107769424,0.303759398496241,0.30125313283208,0.340852130325815,0.353634085213033,0.333333333333333,0.324812030075188,0.319548872180451,0.272932330827068,0.306265664160401,0.370676691729323,0.272431077694236,0.219298245614035,0.153634085213033,0.215037593984962,0.287719298245614,0.151127819548872,0.276441102756892,0.312280701754386,0.282205513784461,0.296240601503759,0.343609022556391,0.36015037593985,0.293984962406015,0.341353383458647,0.347117794486216,0.366666666666667,0.407268170426065,0.466165413533835,0.486215538847118,0.355639097744361,0.339598997493734,0.359899749373434,0.402255639097744,0.400501253132832,0.324310776942356,0,0.0380952380952381,0.1265664160401,0.279699248120301,0.0596491228070175,0.180451127819549,0.0759398496240602,0.18796992481203,0.146365914786967,0.333333333333333,0.314285714285714,0.256641604010025
"MLVW2",0.344611528822055,0.352631578947368,0.352380952380952,0.313032581453634,0.303007518796993,0.306766917293233,0.35062656641604,0.381203007518797,0.339598997493734,0.330827067669173,0.335588972431078,0.271679197994987,0.317543859649123,0.381203007518797,0.274436090225564,0.217543859649123,0.144360902255639,0.214285714285714,0.294736842105263,0.140100250626566,0.283458646616541,0.311027568922306,0.29047619047619,0.297994987468672,0.368421052631579,0.383208020050125,0.295739348370927,0.344611528822055,0.355137844611529,0.376691729323308,0.429573934837093,0.495488721804511,0.507769423558897,0.362406015037594,0.356892230576441,0.375689223057644,0.429573934837093,0.428571428571429,0.351629072681704,0.0380952380952381,0,0.127568922305764,0.285964912280702,0.0636591478696742,0.175438596491228,0.0796992481203008,0.206265664160401,0.139097744360902,0.343107769423559,0.325062656641604,0.262155388471178
"MLVW3",0.31077694235589,0.318796992481203,0.318546365914787,0.28671679197995,0.273684210526316,0.280451127819549,0.33734335839599,0.341353383458647,0.325814536340852,0.304511278195489,0.309022556390977,0.247368421052632,0.290977443609023,0.341102756892231,0.247869674185464,0.185964912280702,0.134586466165414,0.181954887218045,0.271679197994987,0.132080200501253,0.269674185463659,0.279197994987469,0.263659147869674,0.280701754385965,0.336842105263158,0.352130325814536,0.268421052631579,0.312531328320802,0.320802005012531,0.341353383458647,0.387218045112782,0.450877192982456,0.464411027568922,0.329323308270677,0.323558897243108,0.342355889724311,0.394235588972431,0.390726817042607,0.315288220551378,0.1265664160401,0.127568922305764,0,0.297744360902256,0.169423558897243,0.171177944862155,0.152130325814536,0.180200501253133,0.108270676691729,0.32781954887218,0.307769423558897,0.25187969924812
"MLVR1",0.287468671679198,0.284461152882206,0.279949874686717,0.324812030075188,0.318045112781955,0.286967418546366,0.330827067669173,0.358395989974937,0.327067669172932,0.303508771929825,0.316290726817043,0.283709273182957,0.29047619047619,0.337844611528822,0.257142857142857,0.270426065162907,0.238847117794486,0.261152882205514,0.215538847117794,0.249874686716792,0.19749373433584,0.374185463659148,0.284461152882206,0.291979949874687,0.373684210526316,0.34937343358396,0.311278195488722,0.420551378446115,0.398997493734336,0.418546365914787,0.396741854636591,0.441102756892231,0.454636591478697,0.430827067669173,0.378947368421053,0.391979949874687,0.409774436090226,0.373182957393484,0.321052631578947,0.279699248120301,0.285964912280702,0.297744360902256,0,0.234335839598997,0.156641604010025,0.265664160401002,0.298997493734336,0.283709273182957,0.186215538847118,0.262907268170426,0.196992481203008
"MLVR2",0.312781954887218,0.320802005012531,0.320551378446115,0.307769423558897,0.312280701754386,0.295238095238095,0.315538847117795,0.359398496240601,0.324812030075188,0.311278195488722,0.307518796992481,0.277694235588972,0.294235588972431,0.349122807017544,0.263157894736842,0.227318295739348,0.155388471177945,0.207017543859649,0.262907268170426,0.142355889724311,0.239348370927318,0.348621553884712,0.291979949874687,0.299498746867168,0.362155388471178,0.359649122807018,0.296741854636591,0.379949874686717,0.358145363408521,0.378696741854637,0.393233082706767,0.452130325814536,0.468922305764411,0.389974937343358,0.339097744360902,0.35187969924812,0.394987468671679,0.38922305764411,0.317042606516291,0.0596491228070175,0.0636591478696742,0.169423558897243,0.234335839598997,0,0.153884711779449,0.0887218045112782,0.216791979949875,0.181704260651629,0.291478696741855,0.282957393483709,0.213032581453634
"MLVR3",0.305513784461153,0.313533834586466,0.31328320802005,0.283959899749373,0.278696741854637,0.271428571428571,0.287719298245614,0.281453634085213,0.246616541353383,0.295739348370927,0.300250626566416,0.244110275689223,0.282205513784461,0.298245614035088,0.243107769423559,0.193734335839599,0.159147869674185,0.193483709273183,0.199498746867168,0.154135338345865,0.182957393483709,0.315037593984962,0.26015037593985,0.265914786967419,0.306265664160401,0.297744360902256,0.262907268170426,0.33859649122807,0.317042606516291,0.336591478696742,0.32280701754386,0.384210526315789,0.398496240601504,0.348621553884712,0.315789473684211,0.332581453634085,0.370927318295739,0.36140350877193,0.298245614035088,0.180451127819549,0.175438596491228,0.171177944862155,0.156641604010025,0.153884711779449,0,0.16015037593985,0.183959899749373,0.174937343358396,0.182957393483709,0.220802005012531,0.147368421052632
"MVW1",0.301503759398496,0.30952380952381,0.309273182957393,0.275187969924812,0.282205513784461,0.279197994987469,0.29749373433584,0.332080200501253,0.281704260651629,0.302756892230576,0.29749373433584,0.250877192982456,0.284210526315789,0.356641604010025,0.250375939849624,0.197744360902256,0.133333333333333,0.192982456140351,0.271177944862155,0.121303258145363,0.245363408521303,0.302756892230576,0.26015037593985,0.272431077694236,0.3265664160401,0.342857142857143,0.273934837092732,0.318045112781955,0.316290726817043,0.33734335839599,0.381203007518797,0.441854636591479,0.461152882205514,0.328571428571429,0.308270676691729,0.329824561403509,0.374937343358396,0.373182957393484,0.296992481203008,0.0759398496240602,0.0796992481203008,0.152130325814536,0.265664160401002,0.0887218045112782,0.16015037593985,0,0.155889724310777,0.138095238095238,0.286215538847118,0.270175438596491,0.208521303258145
"MVW2",0.164912280701754,0.178696741854637,0.17468671679198,0.128571428571429,0.132330827067669,0.140350877192982,0.172932330827068,0.189724310776942,0.156641604010025,0.153383458646617,0.150125313283208,0.128320802005013,0.13483709273183,0.207268170426065,0.110526315789474,0.13483709273183,0.16015037593985,0.132832080200501,0.196741854636591,0.136591478696742,0.208020050125313,0.153884711779449,0.125062656641604,0.133082706766917,0.183959899749373,0.201002506265664,0.124812030075188,0.166165413533835,0.163408521303258,0.182456140350877,0.236340852130326,0.292731829573935,0.308521303258145,0.17468671679198,0.153634085213033,0.175689223057644,0.227318295739348,0.22531328320802,0.14937343358396,0.18796992481203,0.206265664160401,0.180200501253133,0.298997493734336,0.216791979949875,0.183959899749373,0.155889724310777,0,0.110526315789474,0.245864661654135,0.158897243107769,0.19047619047619
"MVW3",0.225062656641604,0.233082706766917,0.232832080200501,0.194987468671679,0.181954887218045,0.189473684210526,0.27468671679198,0.28671679197995,0.264160401002506,0.212781954887218,0.217543859649123,0.161152882205514,0.199248120300752,0.27218045112782,0.159147869674185,0.0942355889724311,0.0902255639097744,0.0947368421052632,0.189974937343358,0.0639097744360902,0.200751879699248,0.18671679197995,0.17218045112782,0.182706766917293,0.27468671679198,0.280200501253133,0.178195488721805,0.250125313283208,0.258646616541353,0.279949874686717,0.334586466165414,0.400250626566416,0.412781954887218,0.266165413533835,0.261654135338346,0.280451127819549,0.336591478696742,0.334085213032581,0.258145363408521,0.146365914786967,0.139097744360902,0.108270676691729,0.283709273182957,0.181704260651629,0.174937343358396,0.138095238095238,0.110526315789474,0,0.294486215538847,0.246616541353383,0.200501253132832
"MVR1",0.217543859649123,0.219799498746867,0.220551378446115,0.278696741854637,0.28671679197995,0.280952380952381,0.232581453634085,0.257142857142857,0.214786967418546,0.291979949874687,0.292982456140351,0.313784461152882,0.282456140350877,0.270676691729323,0.274436090225564,0.312531328320802,0.304260651629073,0.304260651629073,0.222556390977444,0.279699248120301,0.205764411027569,0.326065162907268,0.282706766917293,0.258897243107769,0.282957393483709,0.255889724310777,0.30125313283208,0.316541353383459,0.314035087719298,0.317293233082707,0.259398496240602,0.304511278195489,0.325062656641604,0.328320802005013,0.283709273182957,0.308270676691729,0.268421052631579,0.252631578947368,0.278947368421053,0.333333333333333,0.343107769423559,0.32781954887218,0.186215538847118,0.291478696741855,0.182957393483709,0.286215538847118,0.245864661654135,0.294486215538847,0,0.143358395989975,0.142857142857143
"MVR2",0.164160401002506,0.171679197994987,0.168922305764411,0.183959899749373,0.185213032581454,0.194736842105263,0.138847117794486,0.143107769423559,0.107268170426065,0.18922305764411,0.189974937343358,0.234335839598997,0.182957393483709,0.166666666666667,0.185714285714286,0.256641604010025,0.27719298245614,0.238345864661654,0.144110275689223,0.234586466165414,0.132581453634085,0.223057644110276,0.195739348370927,0.171929824561404,0.178947368421053,0.143358395989975,0.198245614035088,0.220802005012531,0.212280701754386,0.219298245614035,0.180701754385965,0.202756892230576,0.218295739348371,0.229323308270677,0.198245614035088,0.205263157894737,0.19047619047619,0.169423558897243,0.172431077694236,0.314285714285714,0.325062656641604,0.307769423558897,0.262907268170426,0.282957393483709,0.220802005012531,0.270175438596491,0.158897243107769,0.246616541353383,0.143358395989975,0,0.1
"MVR3",0.206265664160401,0.214285714285714,0.214035087719298,0.225062656641604,0.229573934837093,0.21203007518797,0.203007518796992,0.202255639097744,0.170175438596491,0.230325814536341,0.225062656641604,0.230827067669173,0.211779448621554,0.233082706766917,0.201754385964912,0.216791979949875,0.217794486215539,0.208270676691729,0.119298245614035,0.183709273182957,0.0932330827067669,0.265914786967419,0.209273182957393,0.217042606516291,0.235588972431078,0.19874686716792,0.228571428571429,0.292481203007519,0.271679197994987,0.292481203007519,0.223308270676692,0.271428571428571,0.293734335839599,0.302756892230576,0.250877192982456,0.265914786967419,0.269924812030075,0.260651629072682,0.234085213032581,0.256641604010025,0.262155388471178,0.25187969924812,0.196992481203008,0.213032581453634,0.147368421052632,0.208521303258145,0.19047619047619,0.200501253132832,0.142857142857143,0.1,0
