"","Theo2.1","Theo2.2","Theo2.3","P4W1","P4W2","P4W3","P4R1","P4R2","P4R3","PL4W1","PL4W2","PL4W3","PL4R1","PL4R2","PL4R3","PLVW1","PLVW2","PLVW3","PLVR1","PLVR2","PLVR3","PVW1","PVW2","PVW3","PVR1","PVR2","PVR3","M4W1","M4W2","M4W3","M4R1","M4R2","M4R3","ML4W1","ML4W2","ML4W3","ML4R1","ML4R2","ML4R3","MLVW1","MLVW2","MLVW3","MLVR1","MLVR2","MLVR3","MVW1","MVW2","MVW3","MVR1","MVR2","MVR3"
"PVR3",0.143107769423559,0.159398496240602,0.159147869674185,0.0588972431077694,0.0478696741854637,0.0847117794486216,0.161654135338346,0.128571428571429,0.204511278195489,0.0551378446115288,0.0523809523809524,0.0774436090225564,0.0488721804511278,0.153884711779449,0.0917293233082707,0.170676691729323,0.207268170426065,0.164912280701754,0.191478696741855,0.173684210526316,0.210526315789474,0.0644110275689223,0.0711779448621554,0.0917293233082707,0.120551378446115,0.169924812030075,0,0.11453634085213,0.0957393483709273,0.122055137844612,0.227067669172932,0.259899749373434,0.256892230576441,0.126315789473684,0.103508771929825,0.115538847117794,0.186967418546366,0.187719298245614,0.0944862155388471,0.293984962406015,0.295739348370927,0.268421052631579,0.311278195488722,0.296741854636591,0.262907268170426,0.273934837092732,0.124812030075188,0.178195488721805,0.30125313283208,0.198245614035088,0.228571428571429
"M4W1",0.194736842105263,0.20125313283208,0.203508771929825,0.100751879699248,0.10952380952381,0.170426065162907,0.13859649122807,0.128070175438597,0.179949874686717,0.127067669172932,0.10952380952381,0.183458646616541,0.137844611528822,0.167919799498747,0.200250626566416,0.274185463659148,0.307518796992481,0.270426065162907,0.280952380952381,0.282706766917293,0.29749373433584,0.0739348370927318,0.14812030075188,0.156390977443609,0.0904761904761905,0.180701754385965,0.11453634085213,0,0.0421052631578947,0.0681704260651629,0.195989974937343,0.23859649122807,0.234586466165414,0.0426065162907268,0.0944862155388471,0.0681704260651629,0.118295739348371,0.121303258145363,0.105263157894737,0.341353383458647,0.344611528822055,0.312531328320802,0.420551378446115,0.379949874686717,0.33859649122807,0.318045112781955,0.166165413533835,0.250125313283208,0.316541353383459,0.220802005012531,0.292481203007519
"M4W2",0.190977443609023,0.207268170426065,0.207017543859649,0.0912280701754386,0.0974937343358396,0.15062656641604,0.142355889724311,0.131328320802005,0.200501253132832,0.107518796992481,0.0889724310776942,0.167418546365915,0.118045112781955,0.169924812030075,0.181453634085213,0.261904761904762,0.295989974937343,0.254636591478697,0.259398496240602,0.267669172932331,0.277443609022556,0.081203007518797,0.133333333333333,0.153634085213033,0.103258145363409,0.18546365914787,0.0957393483709273,0.0421052631578947,0,0.0348370927318296,0.203007518796992,0.233082706766917,0.229072681704261,0.0338345864661654,0.0701754385964912,0.0288220551378446,0.119799498746867,0.124812030075188,0.0849624060150376,0.347117794486216,0.355137844611529,0.320802005012531,0.398997493734336,0.358145363408521,0.317042606516291,0.316290726817043,0.163408521303258,0.258646616541353,0.314035087719298,0.212280701754386,0.271679197994987
"M4W3",0.21453634085213,0.230827067669173,0.230576441102757,0.107017543859649,0.117042606516291,0.171679197994987,0.16140350877193,0.149624060150376,0.213032581453634,0.12781954887218,0.10952380952381,0.188471177944862,0.13859649122807,0.178696741854637,0.20250626566416,0.283709273182957,0.317042606516291,0.275438596491228,0.280451127819549,0.288220551378446,0.298496240601504,0.114285714285714,0.153634085213033,0.167167919799499,0.12531328320802,0.194486215538847,0.122055137844612,0.0681704260651629,0.0348370927318296,0,0.206766917293233,0.231578947368421,0.229323308270677,0.0350877192982456,0.0864661654135338,0.0468671679197995,0.106265664160401,0.125062656641604,0.11077694235589,0.366666666666667,0.376691729323308,0.341353383458647,0.418546365914787,0.378696741854637,0.336591478696742,0.33734335839599,0.182456140350877,0.279949874686717,0.317293233082707,0.219298245614035,0.292481203007519
"M4R1",0.2531328320802,0.258145363408521,0.256641604010025,0.180952380952381,0.203007518796992,0.217293233082707,0.178696741854637,0.151127819548872,0.166416040100251,0.209774436090226,0.20952380952381,0.263408521303258,0.208020050125313,0.184711779448622,0.253634085213033,0.33859649122807,0.3734335839599,0.318045112781955,0.233082706766917,0.33483709273183,0.222055137844612,0.238095238095238,0.214035087719298,0.223809523809524,0.162406015037594,0.18922305764411,0.227067669172932,0.195989974937343,0.203007518796992,0.206766917293233,0,0.132080200501253,0.12531328320802,0.216791979949875,0.18546365914787,0.20250626566416,0.142105263157895,0.171929824561404,0.188972431077694,0.407268170426065,0.429573934837093,0.387218045112782,0.396741854636591,0.393233082706767,0.32280701754386,0.381203007518797,0.236340852130326,0.334586466165414,0.259398496240602,0.180701754385965,0.223308270676692
"M4R2",0.288721804511278,0.295488721804511,0.29749373433584,0.261152882205514,0.268170426065163,0.28546365914787,0.19047619047619,0.146115288220551,0.170426065162907,0.260401002506266,0.234586466165414,0.310526315789474,0.257894736842105,0.184461152882206,0.310526315789474,0.404511278195489,0.439348370927318,0.383959899749373,0.282706766917293,0.399498746867168,0.267167919799499,0.270426065162907,0.28671679197995,0.281704260651629,0.180451127819549,0.178446115288221,0.259899749373434,0.23859649122807,0.233082706766917,0.231578947368421,0.132080200501253,0,0.0644110275689223,0.23483709273183,0.22406015037594,0.224310776942356,0.195989974937343,0.217794486215539,0.23609022556391,0.466165413533835,0.495488721804511,0.450877192982456,0.441102756892231,0.452130325814536,0.384210526315789,0.441854636591479,0.292731829573935,0.400250626566416,0.304511278195489,0.202756892230576,0.271428571428571
"M4R3",0.312781954887218,0.319548872180451,0.315789473684211,0.255889724310777,0.262155388471178,0.291478696741855,0.206766917293233,0.157393483709273,0.18671679197995,0.254636591478697,0.231077694235589,0.32280701754386,0.252380952380952,0.198496240601504,0.32280701754386,0.416791979949875,0.451629072681704,0.396240601503759,0.294235588972431,0.411779448621554,0.288972431077694,0.264912280701754,0.288721804511278,0.291729323308271,0.182706766917293,0.197243107769424,0.256892230576441,0.234586466165414,0.229072681704261,0.229323308270677,0.12531328320802,0.0644110275689223,0,0.23984962406015,0.220802005012531,0.220551378446115,0.199749373433584,0.213032581453634,0.228571428571429,0.486215538847118,0.507769423558897,0.464411027568922,0.454636591478697,0.468922305764411,0.398496240601504,0.461152882205514,0.308521303258145,0.412781954887218,0.325062656641604,0.218295739348371,0.293734335839599
"ML4W1",0.215538847117794,0.231829573934837,0.231578947368421,0.112280701754386,0.12280701754386,0.182205513784461,0.164912280701754,0.153634085213033,0.209774436090226,0.138345864661654,0.120050125313283,0.197243107769424,0.149122807017544,0.190977443609023,0.211528822055138,0.28796992481203,0.321052631578947,0.284210526315789,0.291478696741855,0.297243107769424,0.308771929824561,0.0894736842105263,0.159649122807018,0.176190476190476,0.114035087719298,0.205513784461153,0.126315789473684,0.0426065162907268,0.0338345864661654,0.0350877192982456,0.216791979949875,0.23483709273183,0.23984962406015,0,0.0879699248120301,0.050125313283208,0.123558897243108,0.13609022556391,0.111278195488722,0.355639097744361,0.362406015037594,0.329323308270677,0.430827067669173,0.389974937343358,0.348621553884712,0.328571428571429,0.17468671679198,0.266165413533835,0.328320802005013,0.229323308270677,0.302756892230576
"ML4W2",0.187218045112782,0.203508771929825,0.203258145363409,0.0969924812030075,0.113533834586466,0.144360902255639,0.133333333333333,0.151378446115288,0.204761904761905,0.101754385964912,0.081203007518797,0.168421052631579,0.1,0.14937343358396,0.170426065162907,0.263157894736842,0.297744360902256,0.243609022556391,0.254135338345865,0.266416040100251,0.266666666666667,0.11077694235589,0.141604010025063,0.168421052631579,0.1265664160401,0.178195488721805,0.103508771929825,0.0944862155388471,0.0701754385964912,0.0864661654135338,0.18546365914787,0.22406015037594,0.220802005012531,0.0879699248120301,0,0.0558897243107769,0.112531328320802,0.1,0.0781954887218045,0.339598997493734,0.356892230576441,0.323558897243108,0.378947368421053,0.339097744360902,0.315789473684211,0.308270676691729,0.153634085213033,0.261654135338346,0.283709273182957,0.198245614035088,0.250877192982456
"ML4W3",0.192481203007519,0.208771929824561,0.208521303258145,0.108020050125313,0.122305764411028,0.157644110275689,0.13609022556391,0.146616541353383,0.21453634085213,0.106265664160401,0.0854636591478697,0.18796992481203,0.114285714285714,0.160401002506266,0.18796992481203,0.282456140350877,0.316791979949875,0.261654135338346,0.258897243107769,0.283208020050125,0.270175438596491,0.105764411027569,0.150125313283208,0.17719298245614,0.118546365914787,0.18796992481203,0.115538847117794,0.0681704260651629,0.0288220551378446,0.0468671679197995,0.20250626566416,0.224310776942356,0.220551378446115,0.050125313283208,0.0558897243107769,0,0.108521303258145,0.106015037593985,0.07468671679198,0.359899749373434,0.375689223057644,0.342355889724311,0.391979949874687,0.35187969924812,0.332581453634085,0.329824561403509,0.175689223057644,0.280451127819549,0.308270676691729,0.205263157894737,0.265914786967419
"ML4R1",0.203007518796992,0.209273182957393,0.211528822055138,0.156892230576441,0.174185463659148,0.212781954887218,0.103759398496241,0.148621553884712,0.173684210526316,0.1734335839599,0.157393483709273,0.256390977443609,0.175187969924812,0.149122807017544,0.244110275689223,0.338095238095238,0.373182957393484,0.317543859649123,0.298997493734336,0.334335839598997,0.300751879699248,0.191979949874687,0.205012531328321,0.213032581453634,0.12280701754386,0.137593984962406,0.186967418546366,0.118295739348371,0.119799498746867,0.106265664160401,0.142105263157895,0.195989974937343,0.199749373433584,0.123558897243108,0.112531328320802,0.108521303258145,0,0.0666666666666667,0.129573934837093,0.402255639097744,0.429573934837093,0.394235588972431,0.409774436090226,0.394987468671679,0.370927318295739,0.374937343358396,0.227318295739348,0.336591478696742,0.268421052631579,0.19047619047619,0.269924812030075
