"","Theo2.1","Theo2.2","Theo2.3","M4R1","M4R2","M4R3","M4W1","M4W2","M4W3","ML4R1","ML4R2","ML4R3","ML4W1","ML4W2","ML4W3","MLVR1","MLVR2","MLVR3","MLVW1","MLVW2","MLVW3","MVR1","MVR2","MVR3","MVW1","MVW2","MVW3","P4R1","P4R2","P4R3","P4W1","P4W2","P4W3","PL4R1","PL4R2","PL4R3","PL4W1","PL4W2","PL4W3","PLVR1","PLVR2","PLVR3","PLVW1","PLVW2","PLVW3","PVR1","PVR2","PVR3","PVW1","PVW2","PVW3"
"P4W2",0.045693323248187,0.0528490176093969,0.0479504749353825,0.115029943880529,0.154906971622496,0.156629477540169,0.077406975429303,0.0679209910393025,0.0867714659649061,0.118174284336164,0.0976354273331535,0.0559637006069638,0.0860080116102218,0.0640422862018394,0.0754742019822822,0.244766500060578,0.232790781524456,0.208971079551052,0.211367728949632,0.219465678938279,0.153970598207031,0.169501074325554,0.106826446444903,0.152546579163637,0.18613737063614,0.0621840731221,0.126074276939269,0.077689285896011,0.0837284868475653,0.102454821708597,0.0214125226695374,0,0.0435766742462602,0.0198198037777116,0.069268343334904,0.0726372503298372,0.0165005088200636,0.022267417353564,0.0659790243807145,0.138729844433877,0.152759671434811,0.146992410880443,0.140802080448382,0.172660678762368,0.135174168682341,0.0843145116828038,0.0896423131333917,0.0196601106400555,0.0321157191702387,0.0289440967713087,0.039008089302082
"P4W3",0.0645465482430212,0.069820957793777,0.0643191815763104,0.154067388984753,0.186746619069765,0.193443990292235,0.119120722361294,0.108710807894875,0.127460463327006,0.156368751055291,0.135498681863583,0.0916781762699764,0.127842951740141,0.100151397245399,0.112504642660592,0.213479830649871,0.202873846947889,0.182221384284902,0.183109473948587,0.192487417326485,0.127935140492298,0.158703395120406,0.103332155710632,0.138632003929329,0.157351543111178,0.0523079006999392,0.100016267721255,0.110619869408795,0.117920285517702,0.125916097130805,0.0604798349463783,0.0435766742462602,0,0.0315169322518517,0.101587736504231,0.030836073580092,0.0363804149385748,0.0556232216334051,0.0272847353267943,0.0998904786365709,0.124422571445969,0.125593495330699,0.101474783014307,0.134752564415754,0.0949129825227947,0.124376266072237,0.12016659837413,0.0463146643356279,0.0730090083851782,0.0214256128684454,0.0231617035217822
"PL4R1",0.0530120941203661,0.0594544348362635,0.0546609328689866,0.128554379673885,0.162100510559672,0.164345143893976,0.0918290342418087,0.0815443013984128,0.100354780262784,0.129521246509924,0.10809463665812,0.0611710258342064,0.100529735020665,0.069869189698609,0.0834293967701179,0.230764490860129,0.221268059311186,0.200666105951217,0.202195444442271,0.213286902804545,0.149130901340805,0.169934558792265,0.107209466411031,0.148488465263279,0.176549103649059,0.0554309698480146,0.121138510587053,0.0889382253844029,0.0921632601121724,0.112726917030538,0.0311864949332435,0.0198198037777116,0.0315169322518517,0,0.0821382270323008,0.0593515444098805,0.00979302392121622,0.0255774778502812,0.0520106440688424,0.128004807084567,0.144895027441995,0.137465396876668,0.130324666633829,0.163467482459562,0.124147512956784,0.0957355944367237,0.0955406182486069,0.0178849490938358,0.0451929496427821,0.0196310658274165,0.0328763850829351
"PL4R2",0.0835391217413308,0.0886687498255998,0.0867859758753952,0.07214290018284,0.102880922154343,0.106315129559825,0.0805828095649111,0.0826601836017107,0.0942556074154804,0.0923551533207014,0.0722123872692757,0.0619721539987295,0.0947490635117939,0.075223061458061,0.0844289579711372,0.249460149423945,0.266868514766949,0.208245478092869,0.253334386225905,0.269216700205253,0.195096967911017,0.150158767353348,0.0855814186371325,0.148643289217386,0.235085319451244,0.112058843283687,0.17824507245607,0.0450639861949911,0.0444672384261379,0.0586021202241823,0.0634000971598327,0.069268343334904,0.101587736504231,0.0821382270323008,0,0.126842677722059,0.079122080100629,0.068362450168573,0.12466787824488,0.145621938460451,0.199419129421922,0.153162932657349,0.197485809167107,0.230203657969525,0.190408376503905,0.0478132116141591,0.0480137772327809,0.0786353034718295,0.0707696369002846,0.0883242948799085,0.0909490516148289
"PL4R3",0.078501092510147,0.0834749403949927,0.0771001297768684,0.18242093374511,0.214874371204568,0.223360362697896,0.148021649021082,0.137765962238191,0.156695833330323,0.1861327219508,0.165216303501889,0.114070391530548,0.156571285355224,0.128119665107234,0.141968921090237,0.193425374352377,0.175440809763936,0.162229925961127,0.155804227981223,0.163872703411232,0.0990247189678864,0.149703740532351,0.112170540265356,0.127005454338169,0.129901833889066,0.0516352993627624,0.0709063556135807,0.136745586620196,0.148564080673372,0.142596935520247,0.0898217609011161,0.0726372503298372,0.030836073580092,0.0593515444098805,0.126842677722059,0,0.0651094589340419,0.0844900615617946,0.020195673215982,0.0870660509222096,0.0949938117672655,0.114611106363858,0.0721595357994756,0.1060445845642,0.0662358716963437,0.154596782477908,0.141049969522797,0.0678321281976142,0.101571842844609,0.0469107756567438,0.0466716001061558
"PL4W1",0.0560185301729738,0.0624454150114871,0.0576651735872706,0.124238252843001,0.160555976049825,0.161095852280109,0.0843422181555044,0.0740954594082432,0.0929227027560901,0.12512182010477,0.103506947881266,0.0569793792907201,0.0930634029055622,0.0659322950715477,0.0771410912308739,0.23881958949274,0.230278290685821,0.2083400661373,0.211237671937212,0.220964336122676,0.156722795023491,0.176099944489632,0.113102353669062,0.157055274463362,0.185599942263198,0.064069500742084,0.128740856852661,0.087643308469321,0.0912762919802963,0.115845928000091,0.0265400544565439,0.0165005088200636,0.0363804149385748,0.00979302392121622,0.079122080100629,0.0651094589340419,0,0.0209031267269141,0.0566712525284478,0.132276350422227,0.152232261400938,0.143872304461422,0.136617095474847,0.169915570500597,0.130258264254887,0.0898028658665923,0.096233649706037,0.0189996317828909,0.0378544763973407,0.0237658307460539,0.0364989885862322
"PL4W2",0.0545981834190253,0.0640986270974551,0.0623730334644946,0.113324778249811,0.145727864299083,0.144042813389366,0.0681681060126701,0.0576820584967761,0.0763227660017732,0.110708296792678,0.0892510156963228,0.0387401331119569,0.0763876157850961,0.0501087623763237,0.0595769247376799,0.252538790942315,0.239915296173852,0.220711321434864,0.220726724558491,0.233570751862025,0.169411674312355,0.182346841037528,0.118762421080662,0.161859171413357,0.195198904442675,0.0729457875133857,0.141696513232624,0.0744930571181548,0.0767685105831995,0.107118573921622,0.0176343158531178,0.022267417353564,0.0556232216334051,0.0255774778502812,0.068362450168573,0.0844900615617946,0.0209031267269141,0,0.073911785092153,0.150901558983463,0.165909827039237,0.155725136162583,0.155541083230661,0.188073369948561,0.148748615553924,0.0703853863538548,0.0880697174258669,0.023406198162914,0.0241690012594328,0.0429916129292791,0.0553674895819139
"PL4W3",0.0828435451277034,0.0884433008233635,0.0837491401690869,0.179268510104449,0.203747890796437,0.212392669722943,0.135327187761611,0.125783011721262,0.144710916274164,0.180362935886026,0.158997263403043,0.103731646464689,0.144508008805945,0.117238027034785,0.131419285384605,0.210875837677856,0.185947540228766,0.174442824255116,0.165010455892198,0.172128083321715,0.108405145053757,0.166194824921687,0.121516762281094,0.143479670565491,0.139222571032839,0.0566077743416192,0.0796216268412722,0.136179125081296,0.13587782315968,0.148506569212477,0.0810049639462494,0.0659790243807145,0.0272847353267943,0.0520106440688424,0.12466787824488,0.020195673215982,0.0566712525284478,0.073911785092153,0,0.104535611726745,0.104519700909547,0.131838183394173,0.0822468531891712,0.114545007807019,0.076989894855586,0.142318688199975,0.138501700766411,0.0564519816167828,0.0889443312648661,0.0454752729786632,0.0457777133206092
"PLVR1",0.138974443756193,0.139762689774498,0.136230979992821,0.17616997334379,0.20348290010868,0.212137142407854,0.212441574654576,0.200744353919184,0.218951054414375,0.230088235612003,0.204336466652103,0.169600584818327,0.219451229503455,0.193827418487329,0.200726162110471,0.144526949719811,0.171038369865757,0.104109448267236,0.159246428348304,0.172486495716564,0.120370402721051,0.123366006162226,0.0940110564102633,0.0632899059713426,0.138526472259283,0.118414806368385,0.0915678132284585,0.173189883866399,0.153067738852398,0.142971796636788,0.156784000699919,0.138729844433877,0.0998904786365709,0.128004807084567,0.145621938460451,0.0870660509222096,0.132276350422227,0.150901558983463,0.104535611726745,0,0.0967442034664713,0.038693562901895,0.0867639770119904,0.116773536237682,0.0813889588799444,0.175918613735801,0.157471125755612,0.139835529973317,0.1692667977354,0.114314503658822,0.110441337411423
"PLVR2",0.158031824512318,0.160373518669193,0.15742877551849,0.255684171406153,0.28726943789659,0.295514579681933,0.226877992716205,0.217304235156682,0.235892624913897,0.258115402959432,0.236589612033397,0.186317777886545,0.235614269149847,0.208789080540468,0.218384660659757,0.16062190346691,0.0883392525750477,0.10617360707805,0.0758904538211047,0.0804766634408592,0.0683893812083702,0.16130012310074,0.167250368261707,0.122768552827224,0.0508181947611594,0.111797434986197,0.0407908564781223,0.200259428916991,0.21988349107674,0.2043144037365,0.170550683528227,0.152759671434811,0.124422571445969,0.144895027441995,0.199419129421922,0.0949938117672655,0.152232261400938,0.165909827039237,0.104519700909547,0.0967442034664713,0,0.10441351375614,0.0395965805920434,0.0403890447416196,0.0383943925506129,0.226164951489979,0.212869589087938,0.145237450781494,0.181108853397544,0.132838832490883,0.129527248314883
"PLVR3",0.14399286138619,0.144909954697254,0.141954838236823,0.166715232157851,0.190534159733819,0.201595665913658,0.219530125335636,0.209101226277324,0.227185747521642,0.232886742332567,0.206238744786272,0.175382525674903,0.227344296654785,0.200112436263701,0.206631778960048,0.147659437261675,0.177052985181189,0.109336230229158,0.170660107004989,0.181407388800749,0.131683800836017,0.111154765892926,0.0905004553943661,0.0455225676816948,0.14290090785864,0.12544919632582,0.10434697674293,0.170956712393732,0.154332263237021,0.139096750012432,0.159573906313886,0.146992410880443,0.125593495330699,0.137465396876668,0.153162932657349,0.114611106363858,0.143872304461422,0.155725136162583,0.131838183394173,0.038693562901895,0.10441351375614,0,0.114629928620233,0.136138673701274,0.11375713412949,0.179058815209725,0.156589796863367,0.148207316832931,0.175518422068847,0.124047257413183,0.121585617951066
"PLVW1",0.14659960163094,0.147390911290464,0.143894307282093,0.253203129666046,0.285966210957364,0.294190240644633,0.216864621870966,0.207463564037391,0.225983994985267,0.256364036267995,0.235595709261949,0.184069217752354,0.225470056231891,0.198974435662076,0.212220212545302,0.176913331347938,0.118982292304681,0.127648123432699,0.0975209088799572,0.104200518025413,0.0863803257794289,0.1741622923356,0.173466794086872,0.138253619312331,0.0793329602579819,0.104168427191922,0.0471151324359615,0.205770610291791,0.217275336048621,0.209911894362354,0.159598340522209,0.140802080448382,0.101474783014307,0.130324666633829,0.197485809167107,0.0721595357994756,0.136617095474847,0.155541083230661,0.0822468531891712,0.0867639770119904,0.0395965805920434,0.114629928620233,0,0.0453502086599013,0.0116741679778162,0.223446380724865,0.210872604435084,0.137037845769268,0.167737362708245,0.116416249830334,0.11475809035096
"PLVW2",0.178164460829863,0.179000315601957,0.17545607494597,0.285404922214352,0.318305300571381,0.326680874481722,0.24893296736625,0.238945953227658,0.257161404159132,0.288632547417905,0.268240026008479,0.216537270207353,0.25702530568282,0.231160679443837,0.244380644662772,0.15422742485523,0.0754229590084139,0.10445355757962,0.0572477914294231,0.0600131543664982,0.0786848385342847,0.189441855561796,0.199630068812242,0.153013066476218,0.0514144104754183,0.132107542729187,0.0626040598557236,0.231701595197146,0.2496894456947,0.235965759118801,0.192360536134327,0.172660678762368,0.134752564415754,0.163467482459562,0.230203657969525,0.1060445845642,0.169915570500597,0.188073369948561,0.114545007807019,0.116773536237682,0.0403890447416196,0.136138673701274,0.0453502086599013,0,0.0447335688973578,0.255480547811251,0.244964611746337,0.170644840153305,0.203440565723333,0.149313332624098,0.143557238265473
"PLVW3",0.139303458083183,0.140083908671129,0.136601323900422,0.246235267983219,0.278935520652153,0.287178193751908,0.211631336623099,0.201783556119532,0.220034095331293,0.249330712286761,0.228262117619341,0.176951313343076,0.220208431244903,0.192257009346091,0.205057420093899,0.177283159701992,0.116320479559919,0.128323685492131,0.0962590507530436,0.103809062650475,0.082668139668068,0.172528458261902,0.167520903863284,0.136797395484126,0.0770988725623348,0.0995874003164881,0.045692156431169,0.199799435740254,0.211756555158933,0.205516023042567,0.154834220035302,0.135174168682341,0.0949129825227947,0.124147512956784,0.190408376503905,0.0662358716963437,0.130258264254887,0.148748615553924,0.076989894855586,0.0813889588799444,0.0383943925506129,0.11375713412949,0.0116741679778162,0.0447335688973578,0,0.218232268712337,0.206250493909064,0.132164164143082,0.164091937728388,0.111390729200329,0.1110470955974
"PVR1",0.106591292555675,0.112285673339789,0.112530140242448,0.0776896073244818,0.106770961306726,0.102354006350047,0.0517184126697157,0.0549223126237463,0.0670736663457965,0.0711661310865447,0.0513478579816252,0.0588102760560936,0.0644781813857344,0.0526855874689089,0.056557346198284,0.278447749195645,0.288639957329756,0.236289977217701,0.270839370446939,0.288903284486335,0.220318570265502,0.169241407745581,0.106395408370638,0.167573251605379,0.249945808684273,0.129962470013557,0.202911084438485,0.0508179239393528,0.0320662866166015,0.0750563877138797,0.066903307257758,0.0843145116828038,0.124376266072237,0.0957355944367237,0.0478132116141591,0.154596782477908,0.0898028658665923,0.0703853863538548,0.142318688199975,0.175918613735801,0.226164951489979,0.179058815209725,0.223446380724865,0.255480547811251,0.218232268712337,0,0.0459826204348346,0.0879995667254792,0.0589828704728246,0.108205950766685,0.115980187344328
"PVR2",0.0887767943766191,0.094523901098903,0.0947748298186819,0.0795174818174965,0.100428979169864,0.106120940266404,0.0894992605366252,0.0957261225777789,0.107797721656696,0.0905417429321397,0.0750257497019401,0.0822687288983078,0.10641210999801,0.085797633153263,0.096689837608157,0.262742539389889,0.280301427914404,0.222713586115276,0.264032083699874,0.282030751749555,0.212750484853465,0.148226425848984,0.0824852787132105,0.144926920327139,0.242912545696951,0.121931710988211,0.193460284283029,0.0513973352547864,0.0333736407234624,0.0478952779598254,0.0750519760964255,0.0896423131333917,0.12016659837413,0.0955406182486069,0.0480137772327809,0.141049969522797,0.096233649706037,0.0880697174258669,0.138501700766411,0.157471125755612,0.212869589087938,0.156589796863367,0.210872604435084,0.244964611746337,0.206250493909064,0.0459826204348346,0,0.0909383449545236,0.0779731958201113,0.105718692182309,0.10918752977854
"PVR3",0.056927747515828,0.064830366477631,0.0607010524216857,0.127104936886533,0.154948903879463,0.158162195018495,0.0833340132121781,0.0732602874610065,0.0926786707880345,0.128180627757736,0.107283948042962,0.0505728052737995,0.0919957120030039,0.0672880921432742,0.0780715737731031,0.239141450677232,0.224978194150473,0.201084426319966,0.204992643529287,0.213754859673625,0.148657631507435,0.177018306326086,0.113312139979602,0.154939364490086,0.180562546493178,0.0588234762509552,0.121745870181663,0.0869086093813184,0.084024662761784,0.109995324241735,0.0312773413286116,0.0196601106400555,0.0463146643356279,0.0178849490938358,0.0786353034718295,0.0678321281976142,0.0189996317828909,0.023406198162914,0.0564519816167828,0.139835529973317,0.145237450781494,0.148207316832931,0.137037845769268,0.170644840153305,0.132164164143082,0.0879995667254792,0.0909383449545236,0,0.0375082486002863,0.0321172234187503,0.0430558213179027
"PVW1",0.0668164473122912,0.0761422658989854,0.0749957868892804,0.113748886297532,0.144957363033003,0.140275421759365,0.0527803050350831,0.0441052517321183,0.0635731027432943,0.104108879378982,0.0833670898801464,0.0406837968996819,0.0604638321642007,0.0447102924910708,0.0506481767231665,0.275872162138151,0.259148417536911,0.234922105856409,0.234783386376985,0.2423402104924,0.176574624235407,0.190615504196877,0.126761168708776,0.173555595980359,0.210344548806715,0.0867696928316468,0.148120406378182,0.0667112075759304,0.0666793271521788,0.11077953670317,0.0208688755619983,0.0321157191702387,0.0730090083851782,0.0451929496427821,0.0707696369002846,0.101571842844609,0.0378544763973407,0.0241690012594328,0.0889443312648661,0.1692667977354,0.181108853397544,0.175518422068847,0.167737362708245,0.203440565723333,0.164091937728388,0.0589828704728246,0.0779731958201113,0.0375082486002863,0,0.0575022565189915,0.0688509252626737
"PVW2",0.0519247709098826,0.0577412037444167,0.0512886003206376,0.138047282788095,0.174535573731247,0.179264418628601,0.104225255386245,0.0945073190862176,0.112930947344721,0.141671235058118,0.121227672335996,0.0789714398755818,0.112521412386818,0.0879214337782321,0.0985905941383369,0.22103009277902,0.212084312605996,0.188701454179545,0.190366146100902,0.201149882682365,0.136090271595384,0.156283553789164,0.0941479382382013,0.137988580637003,0.164612510411776,0.0430723312388324,0.10814683157078,0.0941914315144579,0.102643158247884,0.108529755117289,0.044255850929561,0.0289440967713087,0.0214256128684454,0.0196310658274165,0.0883242948799085,0.0469107756567438,0.0237658307460539,0.0429916129292791,0.0454752729786632,0.114314503658822,0.132838832490883,0.124047257413183,0.116416249830334,0.149313332624098,0.111390729200329,0.108205950766685,0.105718692182309,0.0321172234187503,0.0575022565189915,0,0.0169885819886986
"PVW3",0.0576675349383622,0.0630355515909297,0.0565576067305158,0.145277000268811,0.178327833565874,0.186544574496564,0.11018006337065,0.104628580646614,0.121438990591508,0.149201819822886,0.128513818967806,0.0915916027034234,0.121302767905507,0.0999431439306358,0.111242909427274,0.220480727254479,0.211578079485219,0.187532236874987,0.191630207589066,0.199359740417436,0.138835309312129,0.148869411612661,0.0886784493761549,0.136181534916067,0.164713971009772,0.0423200493638733,0.107222024812038,0.0932422572322579,0.109424761393157,0.106136905223562,0.0549062679521427,0.039008089302082,0.0231617035217822,0.0328763850829351,0.0909490516148289,0.0466716001061558,0.0364989885862322,0.0553674895819139,0.0457777133206092,0.110441337411423,0.129527248314883,0.121585617951066,0.11475809035096,0.143557238265473,0.1110470955974,0.115980187344328,0.10918752977854,0.0430558213179027,0.0688509252626737,0.0169885819886986,0
